,CRIMETYPE,DATETIME,CASENUMBER,DESCRIPTION,POLICEBEAT,ADDRESS,CITY,STATE,Location,lat,lng
12938,DOMESTIC VIOLENCE,03/18/2020 11:10:00 PM,20-015172,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,07X,3200 SAN PABLO AV,Oakland,CA,"3200 SAN PABLO AV
Oakland, CA
(37.822525, -122.277063)",37.8226051,-122.2770683
12939,VANDALISM,02/23/2020 08:00:00 AM,20-010447,VIOLATION OF PROBATION-MISD,17Y,2700 VALLECITO PL,Oakland,CA,"2700 VALLECITO PL
Oakland, CA
(37.796789, -122.233203)",37.7967646,-122.233197
12940,GRAND THEFT,01/21/2020 09:05:00 PM,20-904712,GRAND THEFT,01X,00 WEBSTER ST,Oakland,CA,"00 WEBSTER ST
Oakland, CA",37.8060868,-122.2672853
12941,VANDALISM,02/23/2020 08:00:00 AM,20-010447,VANDALISM,17Y,2700 VALLECITO PL,Oakland,CA,"2700 VALLECITO PL
Oakland, CA
(37.796789, -122.233203)",37.7967646,-122.233197
12942,STOLEN VEHICLE,03/24/2020 10:00:00 PM,20-016169,VEHICLE THEFT - AUTO,22Y,2800 MACARTHUR BLVD,Oakland,CA,"2800 MACARTHUR BLVD
Oakland, CA
(37.798508, -122.208721)",37.7990047,-122.2080665
12943,TOWED VEHICLE,02/05/2020 10:23:00 AM,20-006991,BUY/SELL/POSSESS VEHICLE WITH ALTERED NUMBER,33X,1200 86TH AV,Oakland,CA,"1200 86TH AV
Oakland, CA
(37.751054, -122.179792)",37.7509991,-122.1799568
12944,OTHER,01/26/2020 04:49:00 PM,20-904668,MAIL/ETC THEFT/ETC,16X,900 GROSVENOR PL,Oakland,CA,"900 GROSVENOR PL
Oakland, CA
(37.807517, -122.231031)",37.8072109,-122.2310273
12945,INCIDENT TYPE,02/06/2020 12:54:00 AM,20-007122,BURGLARY-FORCIBLE ENTRY,23X,1300 FRUITVALE AV,Oakland,CA,"1300 FRUITVALE AV
Oakland, CA
(37.77708, -122.226112)",37.7769007,-122.2262146
12946,VANDALISM,01/24/2020 09:30:00 PM,20-904720,VANDALISM,77X,00,Oakland,CA,"00
Oakland, CA",37.8043514,-122.2711639
12947,VANDALISM,02/05/2020 05:11:00 PM,20-007067,"VANDALISM [$400 TO $5,000]",20X,3000 E 12TH ST,Oakland,CA,"3000 E 12TH ST
Oakland, CA
(37.77746, -122.228656)",37.777662,-122.2290537
12948,,03/18/2020 10:00:00 PM,20-015214,VEHICLE THEFT - AUTO,34X,8700 BIRCH ST,Oakland,CA,"8700 BIRCH ST
Oakland, CA
(37.754027, -122.170813)",37.7540302,-122.1708271
12949,PETTY THEFT,01/25/2020 06:00:00 PM,20-007249,THEFT,08X,500 32ND ST,Oakland,CA,"500 32ND ST
Oakland, CA
(37.820938, -122.266751)",37.8209281,-122.2666948
12950,STOLEN VEHICLE,02/04/2020 10:00:00 PM,20-006961,VEHICLE THEFT - AUTO,23X,4200 BANCROFT AV,Oakland,CA,"4200 BANCROFT AV
Oakland, CA
(37.774035, -122.214621)",37.7742034,-122.2144875
12951,OTHER,01/06/2020 02:15:00 PM,20-905308,ANNOYING TELEPHONE CALL:OBSCENE/THREATENING,77X,FULLINGTON ST,Oakland,CA,"FULLINGTON ST
Oakland, CA",37.7878239,-122.1997385
12952,STOLEN VEHICLE,02/05/2020 09:00:00 PM,20-007175,VEHICLE THEFT - AUTO,27Y,1600 65TH AV,Oakland,CA,"1600 65TH AV
Oakland, CA
(37.763596, -122.193355)",37.7635416,-122.1929943
12953,STOLEN VEHICLE,02/05/2020 08:30:00 PM,20-007176,VEHICLE THEFT - AUTO,17X,1700 6TH AV,Oakland,CA,"1700 6TH AV
Oakland, CA
(37.797061, -122.25014)",37.7970487,-122.2502949
12954,,03/18/2020 07:00:00 PM,20-015240,VEHICLE THEFT - AUTO,17X,1700 9TH AV,Oakland,CA,"1700 9TH AV
Oakland, CA
(37.794984, -122.247464)",37.7947972,-122.2477259
12955,VANDALISM,03/09/2020 08:00:00 PM,20-906891,VANDALISM,77X,JEFFERSON ST,Oakland,CA,"JEFFERSON ST
Oakland, CA",37.8022863,-122.2769389
12956,MISDEMEANOR ASSAULT,02/05/2020 11:10:00 AM,20-007185,BATTERY,08X,2300 TELEGRAPH AV,Oakland,CA,"2300 TELEGRAPH AV
Oakland, CA
(37.812608, -122.268796)",37.8126736,-122.2685346
12957,STOLEN VEHICLE,02/15/2020 07:00:00 PM,20-009992,VEHICLE THEFT - AUTO,33X,800 92ND AV,Oakland,CA,"800 92ND AV
Oakland, CA
(37.743319, -122.184674)",37.7433755,-122.1846826
12958,STOLEN VEHICLE,02/06/2020 02:00:00 AM,20-007236,VEHICLE THEFT - AUTO,27Y,1700 65TH AV,Oakland,CA,"1700 65TH AV
Oakland, CA
(37.763953, -122.192816)",37.7640864,-122.1921477
12959,BURG - AUTO,02/05/2020 02:55:00 AM,20-006931,BURGLARY-AUTO,07X,2200 CHESTNUT ST,Oakland,CA,"2200 CHESTNUT ST
Oakland, CA
(37.815369, -122.282854)",37.8153958,-122.2826124
12960,GRAND THEFT,02/15/2020 10:35:00 AM,20-905718,GRAND THEFT,19X,00 INTERNATIONAL BLVD,Oakland,CA,"00 INTERNATIONAL BLVD
Oakland, CA",37.7755123,-122.2208266
12961,PETTY THEFT,02/26/2020 08:20:00 AM,20-906311,THEFT,14X,300 LENOX AV,Oakland,CA,"300 LENOX AV
Oakland, CA
(37.811241, -122.257521)",37.8112766,-122.2575455
12962,VANDALISM,01/25/2020 08:45:00 PM,20-904795,VANDALISM,08X,2600 BROADWAY,Oakland,CA,"2600 BROADWAY
Oakland, CA
(37.814845, -122.264528)",37.8148442,-122.2645305
12963,PETTY THEFT,02/06/2020 09:10:00 AM,20-007177,SHOPLIFTING-COMMERCIAL ESTABLISHMENT WITH INTENT WHERE VALUE DOES NOT EXCEED $950,03X,600 WEBSTER ST,Oakland,CA,"600 WEBSTER ST
Oakland, CA
(37.797847, -122.272152)",37.7978786,-122.2719082
12964,TOWED VEHICLE,01/20/2020 02:44:00 PM,20-003716,FALSE REPORT OF VEHICLE THEFT WITH INTENT TO DECEIVE,17Y,2600 IVY DR,Oakland,CA,"2600 IVY DR
Oakland, CA
(37.801753, -122.240831)",37.8015109,-122.2407057
12965,MISDEMEANOR ASSAULT,02/05/2020 10:40:00 AM,20-006999,EXHIBIT FIREARM,30X,7100 HALLIDAY AV,Oakland,CA,"7100 HALLIDAY AV
Oakland, CA
(37.766302, -122.178527)",37.7665126,-122.1784409
12966,DOMESTIC VIOLENCE,02/13/2020 11:00:00 AM,20-008646,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,01X,200 FRANKLIN ST,Oakland,CA,"200 FRANKLIN ST
Oakland, CA
(37.795585, -122.275115)",37.7955993,-122.2751163
12967,RECOVERED O/S STOLEN,02/06/2020 10:15:00 AM,20-007171,VEHICLE THEFT - AUTO,31Y,200 SEXTUS RD,Oakland,CA,"200 SEXTUS RD
Oakland, CA
(37.733696, -122.195114)",37.7336266,-122.1949215
12968,NARCOTICS,02/23/2020 04:28:00 AM,20-010426,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,07X,2300 WEST ST,Oakland,CA,"2300 WEST ST
Oakland, CA
(37.813724, -122.275653)",37.8137388,-122.2756573
12969,BURG - COMMERCIAL,02/05/2020 02:17:00 AM,20-006930,BURGLARY-FORCIBLE ENTRY,21X,2700 23RD AV,Oakland,CA,"2700 23RD AV
Oakland, CA
(37.793755, -122.226638)",37.7937338,-122.2263757
12970,STOLEN VEHICLE,02/06/2020 09:00:00 PM,20-007364,VEHICLE THEFT - AUTO,30Y,7900 GREENLY DR,Oakland,CA,"7900 GREENLY DR
Oakland, CA
(37.769537, -122.158656)",37.7696913,-122.1585724
12971,STOLEN VEHICLE,03/22/2020 02:00:00 PM,20-015883,VEHICLE THEFT - AUTO,18Y,2000 E 28TH ST,Oakland,CA,"2000 E 28TH ST
Oakland, CA
(37.795924, -122.229881)",37.7962234,-122.2298679
12972,STOLEN VEHICLE,02/05/2020 02:00:00 PM,20-007228,VEHICLE THEFT - AUTO,27X,2100 HIGH ST,Oakland,CA,"2100 HIGH ST
Oakland, CA
(37.776926, -122.209505)",37.7767819,-122.2092121
12973,VANDALISM,01/19/2020 01:00:00 AM,20-904716,VANDALISM,77X,FRANKLIN ST,Oakland,CA,"FRANKLIN ST
Oakland, CA",37.8024705,-122.2708314
12974,MISDEMEANOR ASSAULT,03/05/2020 10:45:00 AM,20-012649,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM,04X,1400 HARRISON ST,Oakland,CA,"1400 HARRISON ST
Oakland, CA
(37.80292, -122.267606)",37.8029381,-122.2675967
12975,STOLEN VEHICLE,02/29/2020 08:15:00 PM,20-011793,VEHICLE THEFT - AUTO,10Y,600 44TH ST,Oakland,CA,"600 44TH ST
Oakland, CA
(37.832848, -122.267385)",37.832837,-122.2673124
12976,,03/19/2020 08:30:00 AM,20-015211,BATTERY,02X,800 MARKET ST,Oakland,CA,"800 MARKET ST
Oakland, CA
(37.803265, -122.282664)",37.8032107,-122.2821806
12977,DISORDERLY CONDUCT,02/06/2020 12:00:00 AM,20-007189,DISTURB BY LOUD/UNREASONABLE NOISE,26X,1000 44TH AV,Oakland,CA,"1000 44TH AV
Oakland, CA
(37.770036, -122.216294)",37.7700362,-122.2163506
12978,STOLEN VEHICLE,02/05/2020 11:04:00 AM,20-006966,EMBEZZLE LEASED/RENTED VEHICLE,31Y,100 98TH AV,Oakland,CA,"100 98TH AV
Oakland, CA
(37.728129, -122.197428)",37.7277454,-122.1983529
12979,GRAND THEFT,10/05/2019 12:20:00 AM,20-906036,THEFT,14Y,700 JEAN ST,Oakland,CA,"700 JEAN ST
Oakland, CA
(37.819059, -122.246475)",37.8195084,-122.2465648
12980,DISORDERLY CONDUCT,03/11/2020 01:30:00 PM,20-907069,ANNOYING TELEPHONE CALL:OBSCENE/THREATENING,12X,4800 SHATTUCK AV,Oakland,CA,"4800 SHATTUCK AV
Oakland, CA
(37.835192, -122.263819)",37.8351941,-122.263825
12981,VANDALISM,01/23/2020 08:00:00 AM,20-904719,VANDALISM,21Y,3000 CHAMPION ST,Oakland,CA,"3000 CHAMPION ST
Oakland, CA
(37.794174, -122.217346)",37.7941975,-122.2173443
12982,VANDALISM,03/09/2020 08:10:00 PM,20-906899,VANDALISM,31Y,500 98TH AV,Oakland,CA,"500 98TH AV
Oakland, CA
(37.734987, -122.183938)",37.7348289,-122.1838466
12983,BURG - COMMERCIAL,02/11/2020 01:43:00 AM,20-008118,BURGLARY-FORCIBLE ENTRY,26X,900 HIGH ST,Oakland,CA,"900 HIGH ST
Oakland, CA
(37.769944, -122.218028)",37.7694661,-122.2176127
12984,GRAND THEFT,01/24/2020 12:15:00 AM,20-904784,GRAND THEFT,19X,1700 EMBARCADERO,Oakland,CA,"1700 EMBARCADERO
Oakland, CA
(37.785863, -122.24564)",37.784468,-122.243495
12985,DOMESTIC VIOLENCE,02/05/2020 10:30:00 PM,20-007107,VIOLATE COURT ORDER TO PREVENT DOMESTIC VIOLENCE,21X,2600 E 27TH ST,Oakland,CA,"2600 E 27TH ST
Oakland, CA
(37.791442, -122.222481)",37.7915516,-122.2226378
12986,RECOVERED O/S STOLEN,02/05/2020 08:59:00 PM,20-007088,VEHICLE THEFT - AUTO,02X,300 CHESTNUT ST,Oakland,CA,"300 CHESTNUT ST
Oakland, CA
(37.80122, -122.28798)",37.8008477,-122.2881013
12987,VANDALISM,01/25/2020 08:00:00 AM,20-904781,VANDALISM,77X,SKYLINE BOULEVARD,Oakland,CA,"SKYLINE BOULEVARD
Oakland, CA",37.7984936,-122.1660684
12988,DOMESTIC VIOLENCE,01/27/2020 12:00:00 PM,20-007202,VIOLATE COURT ORDER TO PREVENT DOMESTIC VIOLENCE,27X,5100 FOOTHILL BLVD,Oakland,CA,"5100 FOOTHILL BLVD
Oakland, CA
(37.772637, -122.205087)",37.7727754,-122.2047999
12989,STOLEN VEHICLE,02/23/2020 08:00:00 PM,20-010919,VEHICLE THEFT - AUTO,18Y,3200 RANDOLPH AV,Oakland,CA,"3200 RANDOLPH AV
Oakland, CA
(37.798923, -122.225441)",37.79901220000001,-122.2252416
12990,PETTY THEFT,02/03/2020 07:00:00 PM,20-006990,THEFT,09X,5100 BROADWAY,Oakland,CA,"5100 BROADWAY
Oakland, CA
(37.835394, -122.251678)",37.8349563,-122.2486385
12991,VANDALISM,02/22/2020 08:00:00 PM,20-906045,VANDALISM,77X,48TH ST,Oakland,CA,"48TH ST
Oakland, CA",37.8353476,-122.2648118
12992,FORGERY & COUNTERFEITING,03/17/2020 12:00:00 AM,20-907531,THEFT BY USE OF ACCESS CARD,27Y,1500 57TH AV,Oakland,CA,"1500 57TH AV
Oakland, CA
(37.766904, -122.200483)",37.7669962,-122.2003934
12993,VANDALISM,03/16/2020 05:10:00 PM,20-907313,VANDALISM,77X,00 AVE,Oakland,CA,"00 AVE
Oakland, CA",37.8043514,-122.2711639
12994,STOLEN VEHICLE,02/01/2020 12:00:00 PM,20-007203,VEHICLE THEFT - AUTO,12Y,5400 MANILA AV,Oakland,CA,"5400 MANILA AV
Oakland, CA
(37.840166, -122.251329)",37.8403512,-122.2510462
12995,BURG - RESIDENTIAL,01/23/2020 09:00:00 PM,20-904728,BURGLARY-FORCIBLE ENTRY,14X,100 MONTECITO AV,Oakland,CA,"100 MONTECITO AV
Oakland, CA
(37.811275, -122.260508)",37.8112695,-122.2604915
12996,,03/07/2020 12:00:00 PM,20-013109,BURGLARY-FORCIBLE ENTRY,25X,4200 MAYBELLE AV,Oakland,CA,"4200 MAYBELLE AV
Oakland, CA
(37.793404, -122.188892)",37.79325499999999,-122.1886842
12997,BURG - AUTO,01/22/2020 04:47:00 PM,20-005309,BURGLARY-AUTO,03X,900 FALLON ST,Oakland,CA,"900 FALLON ST
Oakland, CA
(37.797161, -122.263854)",37.79647690000001,-122.2628416
12998,VANDALISM,03/15/2020 07:20:00 PM,20-907308,VANDALISM,77X,57TH MACALL,Oakland,CA,"57TH MACALL
Oakland, CA",37.8424094,-122.2665582
12999,VANDALISM,01/25/2020 09:15:00 PM,20-904796,VANDALISM,08X,3000 BROADWAY,Oakland,CA,"3000 BROADWAY
Oakland, CA
(37.818822, -122.262056)",0.0,0.0
13000,STOLEN VEHICLE,03/17/2020 04:00:00 PM,20-015529,SC STOLEN VEHICLE - AUTO,77X,11100 ALCANES DR,Oakland,CA,"11100 ALCANES DR
Oakland, CA",37.7288609,-122.1728533
13001,BURG - RESIDENTIAL,01/25/2020 08:00:00 AM,20-904736,BURGLARY-FORCIBLE ENTRY,05Y,1600 CAMPBELL ST,Oakland,CA,"1600 CAMPBELL ST
Oakland, CA
(37.813826, -122.293821)",37.8133756,-122.2941565
13002,MISDEMEANOR ASSAULT,02/06/2020 11:31:00 AM,20-007188,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,08X,500 SYCAMORE ST,Oakland,CA,"500 SYCAMORE ST
Oakland, CA
(37.81505, -122.26819)",37.8150656,-122.2682221
13003,MISDEMEANOR ASSAULT,02/29/2020 11:00:00 PM,20-011792,BATTERY ON PEACE OFFICER/EMERGENCY PERSONNEL/ETC,32Y,10000 MACARTHUR BLVD,Oakland,CA,"10000 MACARTHUR BLVD
Oakland, CA
(37.745864, -122.156078)",37.7459872,-122.1556894
13004,FELONY ASSAULT,02/05/2020 07:57:00 PM,20-007085,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,34X,1900 88TH AV,Oakland,CA,"1900 88TH AV
Oakland, CA
(37.753377, -122.170332)",37.7533986,-122.1703433
13005,PETTY THEFT,02/06/2020 05:05:00 PM,20-007250,TRESPASS:OCCUPY PROPERTY W/O CONSENT,03X,900 JACKSON ST,Oakland,CA,"900 JACKSON ST
Oakland, CA
(37.798765, -122.267256)",37.798682,-122.2670282
13006,BURG - AUTO,03/17/2020 10:00:00 AM,20-907333,BURGLARY-AUTO,01X,00 MARTIN LUTHER KING JR W,Oakland,CA,"00 MARTIN LUTHER KING JR W
Oakland, CA",37.8379402,-122.2691871
13007,,03/18/2020 11:17:00 PM,20-015171,SHOOT AT UNOCCUPIED DWELLING/VEHICLE/ETC,19X,2100 E15TH ST,Oakland,CA,"2100 E15TH ST
Oakland, CA
(37.786054, -122.238151)",37.7860373,-122.2381116
13008,VANDALISM,01/26/2020 09:40:00 AM,20-904775,VANDALISM,77X,22ND &. BROADWAY,Oakland,CA,"22ND &. BROADWAY
Oakland, CA",37.8109436,-122.2669722
13009,FRAUD,01/26/2020 07:55:00 PM,20-904767,THEFT BY USE OF ACCESS CARD,07X,3200 HOLLIS ST,Oakland,CA,"3200 HOLLIS ST
Oakland, CA
(37.824376, -122.283551)",37.8243749,-122.2836
13010,STOLEN VEHICLE,02/05/2020 06:30:00 PM,20-007233,VEHICLE THEFT - AUTO,24X,1900 ROSEDALE AV,Oakland,CA,"1900 ROSEDALE AV
Oakland, CA
(37.777157, -122.214605)",37.7771761,-122.2145883
13011,BURG - AUTO,03/01/2020 07:00:00 PM,20-906170,BURGLARY-AUTO,12X,49TH ST & TELEGRAPH AV,Oakland,CA,"49TH ST & TELEGRAPH AV
Oakland, CA
(37.83574, -122.262684)",37.8359714,-122.2626184
13012,PETTY THEFT,02/03/2020 10:11:00 AM,20-905345,THEFT,26X,500 66TH AV,Oakland,CA,"500 66TH AV
Oakland, CA
(37.754523, -122.206277)",37.7541952,-122.20725
13013,ROBBERY,02/05/2020 09:48:00 PM,20-007104,BATTERY,26X,700 HIGH ST,Oakland,CA,"700 HIGH ST
Oakland, CA
(37.768508, -122.219938)",37.7685182,-122.2199526
13014,ROBBERY,02/05/2020 09:48:00 PM,20-007104,ROBBERY-FIREARM,26X,700 HIGH ST,Oakland,CA,"700 HIGH ST
Oakland, CA
(37.768508, -122.219938)",37.7685182,-122.2199526
13015,STOLEN VEHICLE,02/05/2020 11:30:00 PM,20-007156,VEHICLE THEFT - AUTO,21X,2200 27TH AV,Oakland,CA,"2200 27TH AV
Oakland, CA
(37.786692, -122.225868)",37.7865512,-122.2259996
13016,STOLEN VEHICLE,03/25/2020 12:24:00 PM,20-016133,VEHICLE THEFT - AUTO,27Y,1400 52ND AV,Oakland,CA,"1400 52ND AV
Oakland, CA
(37.768677, -122.206973)",37.7687017,-122.2070166
13017,DOMESTIC VIOLENCE,02/18/2020 07:00:00 PM,20-009676,ROBBERY-FIREARM,35X,3500 OAK KNOLL BLVD,Oakland,CA,"3500 OAK KNOLL BLVD
Oakland, CA
(37.756465, -122.150021)",37.7562983,-122.1498788
13018,BURG - AUTO,02/10/2020 05:10:00 PM,20-008061,BURGLARY-AUTO,04X,1500 LAKESIDE DR,Oakland,CA,"1500 LAKESIDE DR
Oakland, CA
(37.802944, -122.261708)",37.8031109,-122.2616485
13019,VANDALISM,01/26/2020 12:00:00 AM,20-904778,VANDALISM,03X,400 7TH ST,Oakland,CA,"400 7TH ST
Oakland, CA
(37.799026, -122.272977)",37.7990493,-122.2729885
13020,STOLEN VEHICLE,03/05/2020 12:45:00 AM,20-012785,VEHICLE THEFT - AUTO,15X,00 EXCELSIOR CT CT,Oakland,CA,"00 EXCELSIOR CT CT
Oakland, CA",37.8092266,-122.2461994
13021,BURG - AUTO,01/28/2019 06:28:00 PM,20-005538,BURGLARY-AUTO,07X,1400 34TH ST,Oakland,CA,"1400 34TH ST
Oakland, CA
(37.825894, -122.284104)",37.825895,-122.2841361
13022,STOLEN VEHICLE,02/06/2020 12:00:00 PM,20-007190,VEHICLE THEFT - AUTO,30X,1700 CHURCH ST,Oakland,CA,"1700 CHURCH ST
Oakland, CA
(37.763035, -122.187511)",37.7630937,-122.1872214
13023,BURG - AUTO,02/06/2020 07:30:00 AM,20-007152,BURGLARY-AUTO,17X,1700 12TH AV,Oakland,CA,"1700 12TH AV
Oakland, CA
(37.792583, -122.245257)",37.7925991,-122.2452324
13024,MISDEMEANOR ASSAULT,02/22/2020 05:13:00 PM,20-010356,BATTERY,11X,5600 SHATTUCK AV,Oakland,CA,"5600 SHATTUCK AV
Oakland, CA
(37.841319, -122.264638)",37.8413658,-122.2643918
13025,PETTY THEFT,02/19/2020 09:20:00 PM,20-905900,THEFT BY USE OF ACCESS CARD,29X,3300 72ND AV,Oakland,CA,"3300 72ND AV
Oakland, CA
(37.769717, -122.173079)",37.7696607,-122.1731628
13026,STOLEN VEHICLE,03/03/2020 09:40:00 AM,20-012323,VEHICLE THEFT - AUTO,27Y,4700 INTERNATIONAL BLVD,Oakland,CA,"4700 INTERNATIONAL BLVD
Oakland, CA
(37.770434, -122.210637)",37.7705622,-122.2104755
13027,VANDALISM,03/03/2020 11:30:00 AM,20-012303,VANDALISM,07X,2900 FILBERT ST,Oakland,CA,"2900 FILBERT ST
Oakland, CA
(37.820844, -122.278623)",37.8204129,-122.2784345
13028,STOLEN VEHICLE,02/13/2020 10:00:00 PM,20-008882,VEHICLE THEFT - AUTO,03Y,400 7TH ST,Oakland,CA,"400 7TH ST
Oakland, CA
(37.799026, -122.272977)",37.7990493,-122.2729885
13029,MISDEMEANOR ASSAULT,02/05/2020 06:35:00 PM,20-007079,BATTERY,17Y,3300 ELLIOT ST,Oakland,CA,"3300 ELLIOT ST
Oakland, CA
(37.802275, -122.234562)",37.8022988,-122.2345702
13030,BURG - AUTO,02/03/2020 07:30:00 PM,20-905330,BURGLARY-AUTO,08X,00 RANDWICK AV,Oakland,CA,"00 RANDWICK AV
Oakland, CA",37.82063309999999,-122.259743
13031,ROBBERY,02/06/2020 04:00:00 PM,20-007247,ROBBERY-FIREARM,20X,2400 FOOTHILL BLVD,Oakland,CA,"2400 FOOTHILL BLVD
Oakland, CA
(37.784768, -122.232349)",37.7847768,-122.2323108
13032,VANDALISM,01/25/2020 08:00:00 PM,20-904800,VANDALISM,13Z,6200 LA SALLE AV,Oakland,CA,"6200 LA SALLE AV
Oakland, CA
(37.826726, -122.209544)",37.8266975,-122.209268
13033,STOLEN VEHICLE,02/13/2020 03:24:00 PM,20-008678,VEHICLE THEFT - AUTO,17Y,3300 PARK BLVD,Oakland,CA,"3300 PARK BLVD
Oakland, CA
(37.803304, -122.235283)",37.8033033,-122.2352703
13034,BURG - RESIDENTIAL,01/19/2020 08:15:00 PM,20-904766,BURGLARY-FORCIBLE ENTRY,32Y,2300 103RD AV,Oakland,CA,"2300 103RD AV
Oakland, CA
(37.744002, -122.156712)",37.7440303,-122.1567117
13035,STOLEN AND RECOVERED VEHICLE,11/24/2019 12:00:00 AM,19-061566,VEHICLE THEFT - AUTO,09X,100 BAYO VISTA AV,Oakland,CA,"100 BAYO VISTA AV
Oakland, CA
(37.82214, -122.250865)",37.8223254,-122.2507718
13036,VANDALISM,02/10/2020 12:00:00 AM,20-905245,VANDALISM,14X,600 BELLEVUE AV,Oakland,CA,"600 BELLEVUE AV
Oakland, CA
(37.807478, -122.255985)",37.8071939,-122.2559775
13037,VANDALISM,02/03/2020 09:30:00 PM,20-905288,VANDALISM,14Y,3300 GRAND AV,Oakland,CA,"3300 GRAND AV
Oakland, CA
(37.812814, -122.247111)",37.812719,-122.2468665
13038,DOMESTIC VIOLENCE,03/18/2020 10:35:00 PM,20-015164,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,30X,7600 LOCKWOOD ST,Oakland,CA,"7600 LOCKWOOD ST
Oakland, CA
(37.761468, -122.179687)",37.761682,-122.179378
13039,FELONY ASSAULT,02/04/2020 10:30:00 PM,20-006887,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,02Y,7TH ST & CENTER ST,Oakland,CA,"7TH ST & CENTER ST
Oakland, CA
(37.805377, -122.294916)",37.8053062,-122.2949405
13040,VANDALISM,01/25/2020 08:00:00 PM,20-904791,VANDALISM,77X,00,Oakland,CA,"00
Oakland, CA",37.8043514,-122.2711639
13041,STOLEN VEHICLE,02/07/2020 05:36:00 PM,20-007483,VEHICLE THEFT - AUTO,29X,6400 FOOTHILL BLVD,Oakland,CA,"6400 FOOTHILL BLVD
Oakland, CA
(37.770715, -122.184059)",37.7709647,-122.1839618
13042,BURG - RESIDENTIAL,01/24/2020 05:00:00 PM,20-904725,BURGLARY-FORCIBLE ENTRY,10Y,5400 MARKET ST,Oakland,CA,"5400 MARKET ST
Oakland, CA
(37.838354, -122.273725)",37.8383626,-122.2737455
13043,GRAND THEFT,02/14/2020 01:30:00 PM,20-904709,GRAND THEFT,31X,600 HEGENBERGER RD,Oakland,CA,"600 HEGENBERGER RD
Oakland, CA
(37.744964, -122.195947)",37.7457423,-122.1956898
13044,VANDALISM,01/26/2020 03:25:00 PM,20-904777,VANDALISM,14X,200 EUCLID AV,Oakland,CA,"200 EUCLID AV
Oakland, CA
(37.815684, -122.253586)",37.8156835,-122.2536024
13045,FELONY ASSAULT,02/05/2020 07:57:00 PM,20-007085,SHOOT AT UNOCCUPIED DWELLING/VEHICLE/ETC,34X,1900 88TH AV,Oakland,CA,"1900 88TH AV
Oakland, CA
(37.753377, -122.170332)",37.7533986,-122.1703433
13046,BURG - AUTO,01/27/2020 09:00:00 PM,20-005173,BURGLARY-AUTO,04X,1900 SAN PABLO AV,Oakland,CA,"1900 SAN PABLO AV
Oakland, CA
(37.809032, -122.27271)",37.8087976,-122.2726668
13047,OTHER,12/14/2019 12:00:00 PM,20-904714,MAIL/ETC THEFT/ETC,02Y,1100 PERALTA ST,Oakland,CA,"1100 PERALTA ST
Oakland, CA
(37.809194, -122.295674)",37.8091773,-122.2953848
13048,BURG - RESIDENTIAL,01/24/2020 07:00:00 PM,20-904787,BURGLARY-FORCIBLE ENTRY,10Y,900 46TH ST,Oakland,CA,"900 46TH ST
Oakland, CA
(37.835221, -122.273148)",37.8352109,-122.2730999
13049,PETTY THEFT,02/05/2020 04:30:00 PM,20-007230,THEFT,10X,6600 SAN PABLO AV,Oakland,CA,"6600 SAN PABLO AV
Oakland, CA
(37.848815, -122.285539)",37.8488744,-122.2853491
13050,BURG - AUTO,02/05/2020 08:15:00 PM,20-007097,BURGLARY-AUTO,03X,300 8TH ST,Oakland,CA,"300 8TH ST
Oakland, CA
(37.798794, -122.270189)",37.798806,-122.2701918
13051,VANDALISM,01/25/2020 01:05:00 AM,20-904731,VANDALISM,03X,100 13TH ST,Oakland,CA,"100 13TH ST
Oakland, CA
(37.800707, -122.264144)",37.8003863,-122.2633293
13052,STOLEN VEHICLE,02/03/2020 10:00:00 PM,20-006925,VEHICLE THEFT - AUTO,26Y,7600 SPENCER ST,Oakland,CA,"7600 SPENCER ST
Oakland, CA
(37.754202, -122.19097)",37.7541713,-122.1909787
13053,STOLEN VEHICLE,02/04/2020 05:30:00 PM,20-007326,VEHICLE THEFT - AUTO,33X,9300 C ST,Oakland,CA,"9300 C ST
Oakland, CA
(37.745556, -122.177173)",37.7457229,-122.1770219
13054,THREATS,01/29/2020 02:53:00 PM,20-007049,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,31X,6700 EDGEWATER DR,Oakland,CA,"6700 EDGEWATER DR
Oakland, CA",37.7482123,-122.2088609
13055,BURG - AUTO,01/27/2020 08:00:00 PM,20-005166,BURGLARY-AUTO,03Y,900 WASHINGTON ST,Oakland,CA,"900 WASHINGTON ST
Oakland, CA
(37.801348, -122.274569)",37.8013559,-122.2745758
13056,NARCOTICS,02/05/2020 02:35:00 PM,20-007043,POSSESS MARIJUANA OVER 28.5 GRAMS,08X,500 37TH ST,Oakland,CA,"500 37TH ST
Oakland, CA
(37.825642, -122.265393)",37.82566509999999,-122.265415
